Approved symbol	Approved name	Chromosome	NCBI Gene ID
TMEM256P2	transmembrane protein 256 pseudogene 2	2q36.1	
TMEM258	transmembrane protein 258	11q12.2	746
TMEM258P1	TMEM258 pseudogene 1	11p15.4	100288935
TMEM258P2	TMEM258 pseudogene 2	3q12.1	100506400
TMEM259	transmembrane protein 259	19p13.3	91304
TMEM260	transmembrane protein 260	14q22.3	54916
TMEM262	transmembrane protein 262	11q13.1	100130348
TMEM263	transmembrane protein 263	12q23.3	90488
TMEM263-DT	TMEM263 divergent transcript	12q23.3	
TMEM265	transmembrane protein 265	16p11.2	100862671
TMEM266	transmembrane protein 266	15q24.2	123591
TMEM267	transmembrane protein 267	5p12	64417
TMEM268	transmembrane protein 268	9q32	203197
TMEM269	transmembrane protein 269	1p34.2	100129924
TMEM269-DT	TMEM269 divergent transcript	1p34.2	105378683
TMEM270	transmembrane protein 270	7q11.23	135886
TMEM271	transmembrane protein 271	4p16.3	112441426
TMEM272	transmembrane protein 272	13q14.3	283521
TMEM273	transmembrane protein 273	10q11.23	170371
TMEM274P	transmembrane protein 274, pseudogene	1p36.22	113391335
TMEM275	transmembrane protein 275	1p33	105378696
TMEM276	transmembrane protein 276	8q24.3	84773
TMEM277P	transmembrane protein 277, pseudogene	19q13.33	284365
TMF1	TATA element modulatory factor 1	3p14.1	7110
TMF1P1	TATA element modulatory factor 1 pseudogene 1	16p13.12	106480320
TMIE	transmembrane inner ear	3p21.31	259236
TMIGD1	transmembrane and immunoglobulin domain containing 1	17q11.2	388364
TMIGD2	transmembrane and immunoglobulin domain containing 2	19p13.3	126259
TMIGD3	transmembrane and immunoglobulin domain containing 3	1p13.2	57413
TMLHE	trimethyllysine hydroxylase, epsilon	Xq28	55217
TMLHE-AS1	TMLHE antisense RNA 1	Xq28	100507404
TMLHEP1	TMLHE pseudogene 1	Xq28	553939
TMOD1	tropomodulin 1	9q22.33	7111
TMOD2	tropomodulin 2	15q21.2	29767
TMOD3	tropomodulin 3	15q21.2	29766
TMOD4	tropomodulin 4	1q21.3	29765
TMPO	thymopoietin	12q23.1	7112
TMPO-AS1	TMPO antisense RNA 1	12q23.1	100128191
TMPOP1	thymopoietin pseudogene 1	6p22.1	100129772
TMPOP2	thymopoietin pseudogene 2	16q23.1	100533619
TMPPE	transmembrane protein with metallophosphoesterase domain	3p22.3	643853
TMPRSS2	transmembrane serine protease 2	21q22.3	
TMPRSS3	transmembrane serine protease 3	21q22.3	64699
TMPRSS4	transmembrane serine protease 4	11q23.3	56649
TMPRSS5	transmembrane serine protease 5	11q23.2	80975
TMPRSS6	transmembrane serine protease 6	22q12.3	164656
TMPRSS7	transmembrane serine protease 7	3q13.2	344805
TMPRSS9	transmembrane serine protease 9	19p13.3	360200
TMPRSS11A	transmembrane serine protease 11A	4q13.2	339967
TMPRSS11B	transmembrane serine protease 11B	4q13.2	132724
TMPRSS11BNL	TMPRSS11B N-terminal like, pseudogene	4q13.2	401136
TMPRSS11CP	transmembrane serine protease 11C, pseudogene	4q13.2	
TMPRSS11D	transmembrane serine protease 11D	4q13.2	9407
TMPRSS11E	transmembrane serine protease 11E	4q13.2	28983
TMPRSS11F	transmembrane serine protease 11F	4q13.2	389208
TMPRSS11GP	transmembrane serine protease 11G, pseudogene	4q13.2	644759
TMPRSS12	transmembrane serine protease 12	12q13.12	283471
TMPRSS13	transmembrane serine protease 13	11q23.3	84000
TMPRSS15	transmembrane serine protease 15	21q21.1	5651
TMSB4X	thymosin beta 4 X-linked	Xp22.2	7114
TMSB4XP1	TMSB4X pseudogene 1	1p34.2	7115
TMSB4XP2	TMSB4X pseudogene 2	2p25.3	7116
TMSB4XP3	TMSB4X pseudogene 3	7p14.3	
TMSB4XP4	TMSB4X pseudogene 4	9q34.11	7118
TMSB4XP5	TMSB4X pseudogene 5	11q12.3	7119
TMSB4XP6	TMSB4X pseudogene 6	20q13.13	7120
TMSB4XP7	TMSB4X pseudogene 7	Xq23	7121
TMSB4XP8	TMSB4X pseudogene 8	4q22.1	7117
TMSB4Y	thymosin beta 4 Y-linked	Yq11.221	9087
TMSB10	thymosin beta 10	2p11.2	9168
TMSB10P1	thymosin beta 10 pseudogene 1	2q37.2	100506723
TMSB10P2	thymosin beta 10 pseudogene 2	Xp22.13	
TMSB15A	thymosin beta 15A	Xq22.1	11013
TMSB15B	thymosin beta 15B	Xq22.2	286527
TMSB15B-AS1	TMSB15B antisense RNA 1	Xq22.2	100128594
TMSB15C	thymosin beta 15C	Xq22.2	122394733
TMTC1	transmembrane O-mannosyltransferase targeting cadherins 1	12p11.22	83857
TMTC2	transmembrane O-mannosyltransferase targeting cadherins 2	12q21.31	160335
TMTC3	transmembrane O-mannosyltransferase targeting cadherins 3	12q21.32	160418
TMTC4	transmembrane O-mannosyltransferase targeting cadherins 4	13q32.3	84899
TMUB1	transmembrane and ubiquitin like domain containing 1	7q36.1	83590
TMUB2	transmembrane and ubiquitin like domain containing 2	17q21.31	79089
TMX1	thioredoxin related transmembrane protein 1	14q22.1	81542
TMX2	thioredoxin related transmembrane protein 2	11q12.1	51075
TMX2-CTNND1	TMX2-CTNND1 readthrough (NMD candidate)	11q12.1	100528016
TMX2P1	thioredoxin related transmembrane protein 2 pseudogene 1	9p13.2	100233198
TMX3	thioredoxin related transmembrane protein 3	18q22.1	54495
TMX4	thioredoxin related transmembrane protein 4	20p12.3	56255
TMX4-AS1	TMX4 antisense RNA 1	20p12.3	105372520
TNC	tenascin C	9q33.1	3371
TNF	tumor necrosis factor	6p21.33	7124
TNFAIP1	TNF alpha induced protein 1	17q11.2	7126
TNFAIP2	TNF alpha induced protein 2	14q32.32	7127
TNFAIP3	TNF alpha induced protein 3	6q23.3	7128
TNFAIP6	TNF alpha induced protein 6	2q23.3	7130
TNFAIP8	TNF alpha induced protein 8	5q23.1	25816
TNFAIP8L1	TNF alpha induced protein 8 like 1	19p13.3	126282
TNFAIP8L2	TNF alpha induced protein 8 like 2	1q21.3	79626
TNFAIP8L3	TNF alpha induced protein 8 like 3	15q21.2	388121
TNFRSF1A	TNF receptor superfamily member 1A	12p13.31	7132
TNFRSF1B	TNF receptor superfamily member 1B	1p36.22	7133
TNFRSF4	TNF receptor superfamily member 4	1p36.33	7293
TNFRSF6B	TNF receptor superfamily member 6b	20q13.33	8771
TNFRSF8	TNF receptor superfamily member 8	1p36.22	943
TNFRSF9	TNF receptor superfamily member 9	1p36.23	3604
TNFRSF10A	TNF receptor superfamily member 10a	8p21.3	8797
TNFRSF10A-AS1	TNFRSF10A antisense RNA 1	8p21.3	
TNFRSF10A-DT	TNFRSF10A divergent transcript	8p21.3	389641
TNFRSF10B	TNF receptor superfamily member 10b	8p21.3	8795
TNFRSF10C	TNF receptor superfamily member 10c	8p21.3	8794
TNFRSF10D	TNF receptor superfamily member 10d	8p21.3	8793
TNFRSF11A	TNF receptor superfamily member 11a	18q21.33	8792
TNFRSF11B	TNF receptor superfamily member 11b	8q24.12	4982
TNFRSF12A	TNF receptor superfamily member 12A	16p13.3	
TNFRSF13B	TNF receptor superfamily member 13B	17p11.2	23495
TNFRSF13C	TNF receptor superfamily member 13C	22q13.2	115650
TNFRSF14	TNF receptor superfamily member 14	1p36.32	8764
TNFRSF14-AS1	TNFRSF14 antisense RNA 1	1p36.32	115110
TNFRSF17	TNF receptor superfamily member 17	16p13.13	608
TNFRSF18	TNF receptor superfamily member 18	1p36.33	8784
TNFRSF19	TNF receptor superfamily member 19	13q12.12	55504
TNFRSF21	TNF receptor superfamily member 21	6p12.3	27242
TNFRSF25	TNF receptor superfamily member 25	1p36.31	8718
TNFSF4	TNF superfamily member 4	1q25.1	7292
TNFSF8	TNF superfamily member 8	9q32-q33.1	944
TNFSF9	TNF superfamily member 9	19p13.3	8744
TNFSF10	TNF superfamily member 10	3q26	
TNFSF11	TNF superfamily member 11	13q14	
TNFSF12	TNF superfamily member 12	17p13.1	8742
TNFSF12-TNFSF13	TNFSF12-TNFSF13 readthrough	17p13.1	407977
TNFSF13	TNF superfamily member 13	17p13.1	8741
TNFSF13B	TNF superfamily member 13b	13q33.3	10673
TNFSF14	TNF superfamily member 14	19p13.3	8740
TNFSF15	TNF superfamily member 15	9q32	9966
TNFSF18	TNF superfamily member 18	1q25.1	8995
TNIK	TRAF2 and NCK interacting kinase	3q26.2-q26.31	23043
TNIP1	TNFAIP3 interacting protein 1	5q33.1	10318
TNIP2	TNFAIP3 interacting protein 2	4p16.3	79155
TNIP2P1	TNIP2 pseudogene 1	Xp11.4	100132831
TNIP3	TNFAIP3 interacting protein 3	4q27	79931
TNK1	tyrosine kinase non receptor 1	17p13.1	8711
TNK2	tyrosine kinase non receptor 2	3q29	10188
TNK2-AS1	TNK2 antisense RNA 1	3q29	100128262
TNKS	tankyrase	8p23.1	8658
TNKS1BP1	tankyrase 1 binding protein 1	11q12.1	85456
TNKS2	tankyrase 2	10q23.32	80351
TNKS2-DT	TNKS2 divergent transcript	10q23.32	100507633
TNMD	tenomodulin	Xq22.1	64102
TNN	tenascin N	1q25.1	63923
TNNC1	troponin C1, slow skeletal and cardiac type	3p21.1	7134
TNNC2	troponin C2, fast skeletal type	20q13.12	7125
TNNI1	troponin I1, slow skeletal type	1q32.1	7135
TNNI2	troponin I2, fast skeletal type	11p15.5	7136
TNNI3	troponin I3, cardiac type	19q13.42	7137
TNNI3K	TNNI3 interacting kinase	1p31.1	51086
TNNT1	troponin T1, slow skeletal type	19q13.42	7138
TNNT2	troponin T2, cardiac type	1q32.1	7139
TNNT3	troponin T3, fast skeletal type	11p15.5	7140
TNP1	transition protein 1	2q35	7141
TNP2	transition protein 2	16p13.13	7142
TNPO1	transportin 1	5q13.2	3842
TNPO1-DT	TNPO1 divergent transcript	5q13.2	
TNPO1P1	transportin 1 pseudogene 1	10q23.1	100418919
TNPO1P2	transportin 1 pseudogene 2	17p11.2	252968
TNPO1P3	transportin 1 pseudogene 3	17p11.2	339257
TNPO2	transportin 2	19p13.13	30000
TNPO3	transportin 3	7q32.1	23534
TNPO3P1	TNPO3 pseudogene 1	Xq23	100131029
TNR	tenascin R	1q25.1	7143
TNR-IT1	TNR intronic transcript 1	1q25.1	
TNRC6A	trinucleotide repeat containing adaptor 6A	16p12.1	27327
TNRC6B	trinucleotide repeat containing adaptor 6B	22q13.1	23112
TNRC6B-DT	TNRC6B divergent transcript	22q13.1	114841040
TNRC6C	trinucleotide repeat containing adaptor 6C	17q25.3	57690
TNRC17	trinucleotide repeat containing 17	2q21.3	27321
TNRC18	trinucleotide repeat containing 18	7p22.1	84629
TNRC18P1	trinucleotide repeat containing 18 pseudogene 1	4q31.21	644962
TNRC18P2	trinucleotide repeat containing 18 pseudogene 2	7q11.21	27320
TNRC18P3	trinucleotide repeat containing 18 pseudogene 3	7p11.2	340221
TNS1	tensin 1	2q35	7145
TNS1-AS1	TNS1 antisense RNA 1	2q35	105373878
TNS2	tensin 2	12q13.13	23371
TNS2-AS1	TNS2 antisense RNA 1	12q13.13	283335
TNS3	tensin 3	7p12.3	64759
TNS4	tensin 4	17q21.2	84951
TNXA	tenascin XA (pseudogene)	6p21.33	7146
TNXB	tenascin XB	6p21.33-p21.32	7148
TOB1	transducer of ERBB2, 1	17q21.33	10140
TOB1-AS1	TOB1 antisense RNA 1	17q21.33	400604
TOB2	transducer of ERBB2, 2	22q13.2	10766
TOB2P1	transducer of ERBB2, 2 pseudogene 1	6p22.1	222699
TODL	transcript overexpressed in dedifferentiated liposarcoma	12q15	107984471
TOE1	target of EGR1, exonuclease	1p34.1	114034
TOGARAM1	TOG array regulator of axonemal microtubules 1	14q21.2	23116
TOGARAM2	TOG array regulator of axonemal microtubules 2	2p23.2	165186
TOLLIP	toll interacting protein	11p15.5	54472
TOLLIP-DT	TOLLIP divergent transcript	11p15.5	255512
TOM1	target of myb1 membrane trafficking protein	22q12.3	10043
TOM1L1	target of myb1 like 1 membrane trafficking protein	17q22	10040
TOM1L2	target of myb1 like 2 membrane trafficking protein	17p11.2	146691
TOMM5	translocase of outer mitochondrial membrane 5	9p13.2	401505
TOMM6	translocase of outer mitochondrial membrane 6	6p21.1	100188893
TOMM7	translocase of outer mitochondrial membrane 7	7p15.3	54543
TOMM20	translocase of outer mitochondrial membrane 20	1q42.3	9804
TOMM20L	translocase of outer mitochondrial membrane 20 like	14q23.1	387990
TOMM20L-DT	TOMM20L divergent transcript	14q23.1	105370522
TOMM20P1	TOMM20 pseudogene 1	11q13.5	
TOMM20P2	TOMM20 pseudogene 2	17q12	101927540
TOMM20P3	TOMM20 pseudogene 3	18p11.22	
TOMM20P4	TOMM20 pseudogene 4	Xq13.2	100129272
TOMM22	translocase of outer mitochondrial membrane 22	22q13.1	56993
TOMM22P1	TOMM22 pseudogene 1	Yq11.223	
TOMM22P2	TOMM22 pseudogene 2	Yp11.31	
TOMM22P3	TOMM22 pseudogene 3	13q13.1	122038
TOMM22P4	TOMM22 pseudogene 4	4q32.2	
TOMM22P5	TOMM22 pseudogene 5	10q26.11	390007
TOMM22P6	TOMM22 pseudogene 6	3q26.1	100287573
TOMM34	translocase of outer mitochondrial membrane 34	20q13.12	10953
TOMM40	translocase of outer mitochondrial membrane 40	19q13.32	10452
TOMM40L	translocase of outer mitochondrial membrane 40 like	1q23.3	84134
TOMM40P1	TOMM40 pseudogene 1	14q11.2	642661
TOMM40P2	TOMM40 pseudogene 2	22q11.1	729057
TOMM40P3	TOMM40 pseudogene 3	5p13.3	646639
TOMM40P4	TOMM40 pseudogene 4	2q21.2	100422473
TOMM70	translocase of outer mitochondrial membrane 70	3q12.2	9868
TOMT	transmembrane O-methyltransferase	11q13.4	120356740
TONSL	tonsoku like, DNA repair protein	8q24.3	4796
TONSL-AS1	TONSL antisense RNA 1	8q24.3	100287098
TOP1	DNA topoisomerase I	20q12	7150
TOP1MT	DNA topoisomerase I mitochondrial	8q24.3	116447
TOP1P1	DNA topoisomerase I pseudogene 1	1q24.3	7151
TOP1P2	DNA topoisomerase I pseudogene 2	22q11.23	7152
TOP2A	DNA topoisomerase II alpha	17q21.2	7153
TOP2B	DNA topoisomerase II beta	3p24.2	7155
TOP3A	DNA topoisomerase III alpha	17p11.2	7156
TOP3B	DNA topoisomerase III beta	22q11.22	8940
TOP3BP1	DNA topoisomerase III beta pseudogene 1	22q11.22	23751
TOPAZ1	testis and ovary specific TOPAZ 1	3p21.31	375337
TOPBP1	DNA topoisomerase II binding protein 1	3q22.1	11073
TOPORS	TOP1 binding arginine/serine rich protein, E3 ubiquitin ligase	9p21.1	10210
TOPORSLP	topoisomerase I binding, arginine and serine rich like, pseudogene	9q31.1	347281
TOR1A	torsin family 1 member A	9q34.11	1861
TOR1AIP1	torsin 1A interacting protein 1	1q25.2	26092
TOR1AIP2	torsin 1A interacting protein 2	1q25.2	163590
TOR1B	torsin family 1 member B	9q34.11	27348
TOR1BP1	TOR1B pseudogene 1	2p13.1	100420888
TOR2A	torsin family 2 member A	9q34.11	27433
TOR3A	torsin family 3 member A	1q25.2	64222
TOR4A	torsin family 4 member A	9q34.3	54863
TOX	thymocyte selection associated high mobility group box	8q12.1	9760
TOX-DT	TOX divergent transcript	8q12.1	100505501
TOX2	TOX high mobility group box family member 2	20q13.12	84969
TOX3	TOX high mobility group box family member 3	16q12.1	27324
TOX4	TOX high mobility group box family member 4	14q11.2	9878
TOX4P1	TOX high mobility group box family member 4 pseudogene 1	4q25	285412
TP53	tumor protein p53	17p13.1	7157
TP53AIP1	tumor protein p53 regulated apoptosis inducing protein 1	11q24.3	63970
TP53BP1	tumor protein p53 binding protein 1	15q15.3	7158
TP53BP2	tumor protein p53 binding protein 2	1q41	7159
TP53BP2P1	tumor protein p53 binding protein 2 pseudogene 1	8p21.3	94299
TP53COR1	tumor protein p53 pathway corepressor 1	6p21.2	102800311
TP53I3	tumor protein p53 inducible protein 3	2p23.3	9540
TP53I11	tumor protein p53 inducible protein 11	11p11.2	9537
TP53I13	tumor protein p53 inducible protein 13	17q11.2	90313
TP53INP1	tumor protein p53 inducible nuclear protein 1	8q22.1	94241
TP53INP2	tumor protein p53 inducible nuclear protein 2	20q11.22	58476
TP53RK	TP53 regulating kinase	20q13.12	112858
TP53RK-DT	TP53RK divergent transcript	20q13.12	
TP53TG1	TP53 target 1	7q21.12	11257
TP53TG3	TP53 target 3	16p11.2	24150
TP53TG3B	TP53 target 3B	16p11.2	729355
TP53TG3C	TP53 target 3C	16p11.2	653550
TP53TG3D	TP53 target 3D	16p11.2	729264
TP53TG3E	TP53 target 3 family member E	16p11.2	102724101
TP53TG3F	TP53 target 3 family member F	16p11.2	102724127
TP53TG3GP	TP53 target 3 family member G, pseudogene	16p11.2	106660619
TP53TG3HP	TP53 target 3 family member H, pseudogene	16p11.1	100130700
TP53TG5	TP53 target 5	20q13.12	27296
TP63	tumor protein p63	3q28	8626
TP73	tumor protein p73	1p36.32	7161
TP73-AS1	TP73 antisense RNA 1	1p36.32	57212
TP73-AS2	TP73 antisense RNA 2	1p36.32	
TP73-AS3	TP73 antisense RNA 3	1p36.32	105378610
TPBG	trophoblast glycoprotein	6q14.1	7162
TPBGL	trophoblast glycoprotein like	11q13.4	100507050
TPBGL-AS1	TPBGL antisense RNA 1	11q13.4	
TPCN1	two pore segment channel 1	12q24.13	53373
TPCN2	two pore segment channel 2	11q13.3	219931
TPD52	tumor protein D52	8q21.13	7163
TPD52L1	TPD52 like 1	6q22-q23	
TPD52L2	TPD52 like 2	20q13.33	7165
TPD52L3	TPD52 like 3	9p24.1	89882
TPGS1	tubulin polyglutamylase complex subunit 1	19p13.3	91978
TPGS2	tubulin polyglutamylase complex subunit 2	18q12.2	25941
TPH1	tryptophan hydroxylase 1	11p15.1	7166
TPH2	tryptophan hydroxylase 2	12q21.1	121278
TPI1	triosephosphate isomerase 1	12p13.31	7167
TPI1P1	triosephosphate isomerase 1 pseudogene 1	1p31.1	729708
TPI1P2	triosephosphate isomerase 1 pseudogene 2	7q32.1	286016
TPI1P3	triosephosphate isomerase 1 pseudogene 3	6q22.1	728402
TPI1P4	triosephosphate isomerase 1 pseudogene 4	4p11	728629
TPK1	thiamin pyrophosphokinase 1	7q35	27010
TPM1	tropomyosin 1	15q22.2	7168
TPM1-AS	TPM1 antisense RNA	15q22.2	111064646
TPM2	tropomyosin 2	9p13.3	7169
TPM2P1	TPM2 pseudogene 1	Xq26.3	100130620
TPM3	tropomyosin 3	1q21.3	7170
TPM3P1	tropomyosin 3 pseudogene 1	7q31.2	252956
TPM3P2	tropomyosin 3 pseudogene 2	20q11.22	170555
TPM3P3	tropomyosin 3 pseudogene 3	8q21	
TPM3P4	tropomyosin 3 pseudogene 4	7p15.2	402643
TPM3P5	tropomyosin 3 pseudogene 5	19q13.2	644330
TPM3P6	tropomyosin 3 pseudogene 6	19q13.42	653758
TPM3P7	tropomyosin 3 pseudogene 7	2p23.3	751599
TPM3P8	tropomyosin 3 pseudogene 8	2q37.1	646839
TPM3P9	tropomyosin 3 pseudogene 9	19q13.42	147804
TPM4	tropomyosin 4	19p13.12-p13.11	7171
TPM4P1	TPM4 pseudogene 1	10q24.31	644566
TPM4P2	TPM4 pseudogene 2	3p24.1	643634
TPM4P3	TPM4 pseudogene 3	8q13.2	100129096
TPMT	thiopurine S-methyltransferase	6p22.3	7172
TPMTP1	thiopurine S-methyltransferase pseudogene 1	18q21.1	400650
TPMTP2	thiopurine S-methyltransferase pseudogene 2	3p22.1	100420393
TPMTP3	thiopurine S-methyltransferase pseudogene 3	Xp11.22	100129277
TPMTP4	thiopurine S-methyltransferase pseudogene 4	Xq21.2	100129298
TPO	thyroid peroxidase	2p25.3	7173
TPP1	tripeptidyl peptidase 1	11p15.4	1200
TPP2	tripeptidyl peptidase 2	13q33.1	7174
TPPP	tubulin polymerization promoting protein	5p15.33	11076
TPPP2	tubulin polymerization promoting protein family member 2	14q11.2	122664
TPPP3	tubulin polymerization promoting protein family member 3	16q22.1	51673
TPR	translocated promoter region, nuclear basket protein	1q31.1	7175
TPRA1	transmembrane protein adipocyte associated 1	3q21.3	131601
TPRG1	tumor protein p63 regulated 1	3q28	285386
TPRG1-AS1	TPRG1 antisense RNA 1	3q28	
TPRG1-AS2	TPRG1 antisense RNA 2	3q28	
TPRG1L	tumor protein p63 regulated 1 like	1p36.32	127262
TPRG1LP1	tumor protein p63 regulated 1 like pseudogene 1	19q13.43	100130490
TPRKB	TP53RK binding protein	2p13.1	51002
TPRKBP1	TP53RK binding protein pseudogene 1	10p12.1	101060176
TPRKBP2	TP53RK binding protein pseudogene 2	16p11.2	
TPRN	taperin	9q34.3	286262
TPRX1	tetrapeptide repeat homeobox 1	19q13.33	284355
TPRX1P1	tetrapeptide repeat homeobox 1 pseudogene 1	10q22.3	503628
TPRX2	tetrapeptide repeat homeobox 2	19q13.33	503627
TPRXL	tetrapeptide repeat homeobox like (pseudogene)	3p25.1	348825
TPSAB1	tryptase alpha/beta 1	16p13.3	7177
TPSB2	tryptase beta 2	16p13.3	64499
TPSD1	tryptase delta 1	16p13.3	23430
TPSG1	tryptase gamma 1	16p13.3	25823
TPSP1	tryptase pseudogene 1	16p13.3	100129339
TPSP2	tryptase pseudogene 2	16p13.3	650474
TPST1	tyrosylprotein sulfotransferase 1	7q11.21	8460
TPST2	tyrosylprotein sulfotransferase 2	22q12.1	8459
TPST2P1	tyrosylprotein sulfotransferase 2 pseudogene 1	15q14	100420710
TPT1	tumor protein, translationally-controlled 1	13q14.13	7178
TPT1-AS1	TPT1 antisense RNA 1	13q14.13	100190939
TPT1P1	TPT1 pseudogene 1	21q22.11	100131268
TPT1P2	TPT1 pseudogene 2	2q34	100128483
TPT1P3	TPT1 pseudogene 3	3q23	100421439
TPT1P4	TPT1 pseudogene 4	6q24.2	285741
TPT1P5	TPT1 pseudogene 5	5p13.3	100421420
TPT1P6	TPT1 pseudogene 6	6q14.3	643870
TPT1P7	TPT1 pseudogene 7	7p15.3	102723852
TPT1P8	TPT1 pseudogene 8	8p11.23	59347
TPT1P9	TPT1 pseudogene 9	9q33.1	389787
TPT1P10	TPT1 pseudogene 10	10q21.1	101928715
TPT1P11	TPT1 pseudogene 11	2p16.3	102724868
TPT1P12	TPT1 pseudogene 12	12p13.31	100421480
TPT1P13	TPT1 pseudogene 13	Xq25	643421
TPT1P14	TPT1 pseudogene 14	Xp22.2	100128521
TPT1P15	TPT1 pseudogene 15	Xq13.1	
TPTE	transmembrane phosphatase with tensin homology	21p11.2	7179
TPTE2	transmembrane phosphoinositide 3-phosphatase and tensin homolog 2	13q12.11	93492
TPTE2P1	TPTE2 pseudogene 1	13q12.13	646405
TPTE2P2	TPTE2 pseudogene 2	13q14.3	644623
TPTE2P3	TPTE2 pseudogene 3	13q14.3	220115
TPTE2P4	TPTE2 pseudogene 4	Yq11.23	286573
TPTE2P5	TPTE2 pseudogene 5	13q14.11	100616668
TPTE2P6	TPTE2 pseudogene 6	13q12.12	374491
TPTE2P7	TPTE2 pseudogene 7	3q11.2	
TPTEP1	TPTE pseudogene 1	22q11.1	387590
TPTEP2	TPTE pseudogene 2	22q13.1	400927
TPTEP2-CSNK1E	TPTEP2-CSNK1E readthrough	22q13.1	102800317
